scenario_id,variant,scenario_type,difficulty,memory_dependency,context_dependency,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,handoff_success,decision_log_completeness,turn_count,response_turns,total_latency_ms,task_success,partial_task_score,grounded_claim_count,clarification_efficiency
SC-D-03,profile_only,preference_change,hard,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,51.997,1.0,1.0,21.0,-2.0
SC-D-04,full,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,16.279,1.0,1.0,28.0,-2.0
SC-D-04,no_context,preference_change,medium,high,medium,0.6608397947263838,0.8,2.4,0.8,0.4,0.1,0.2,1.0,1.0,1.0,1.0,2.0,2.0,22.584,0.0,0.75,28.0,-2.0
SC-D-04,no_memory,preference_change,medium,high,medium,0.9030970842075382,1.0,2.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,18.076,1.0,1.0,28.0,-2.0
SC-D-04,one_shot,preference_change,medium,high,medium,0.9030970842075382,1.0,2.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,19.803,1.0,1.0,28.0,-2.0
SC-D-04,profile_only,preference_change,medium,high,medium,0.6608397947263838,0.8,2.4,0.8,0.2,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,21.742,0.0,0.75,21.0,-2.0
SC-D-05,full,preference_change,medium,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,18.413,1.0,1.0,20.0,-2.0
SC-D-05,no_context,preference_change,medium,high,high,0.8539316501572934,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,22.849,0.0,0.75,21.0,-2.0
SC-D-05,no_memory,preference_change,medium,high,high,,,,,,,,,,1.0,1.0,2.0,2.0,1.223,0.0,0.0,0.0,-1003.0
SC-D-05,one_shot,preference_change,medium,high,high,,,,,,,,,,1.0,1.0,2.0,2.0,0.951,0.0,0.0,0.0,-1003.0
SC-D-05,profile_only,preference_change,medium,high,high,0.5531464700081437,0.4,1.2,0.4,0.6,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,23.431,0.0,0.75,14.0,-2.0
SC-D-06,full,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,16.971,1.0,1.0,28.0,-2.0
SC-D-06,no_context,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,27.167,1.0,1.0,28.0,-2.0
SC-D-06,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.263,0.0,0.0,0.0,-1003.0
SC-D-06,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.232,0.0,0.0,0.0,-1003.0
SC-D-06,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.888,0.0,0.0,0.0,-1003.0
SC-D-07,full,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.456,1.0,1.0,22.0,-2.0
SC-D-07,no_context,preference_change,medium,high,medium,0.7860137352654724,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,21.451,0.0,0.75,21.0,-2.0
SC-D-07,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.165,0.0,0.0,0.0,-1003.0
SC-D-07,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.097,0.0,0.0,0.0,-1003.0
SC-D-07,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.715,0.0,0.0,0.0,-1003.0
SC-D-08,full,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,16.324,1.0,1.0,28.0,-2.0
SC-D-08,no_context,preference_change,medium,high,medium,0.8687949224876581,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,20.61,0.0,0.75,28.0,-2.0
SC-D-08,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.259,0.0,0.0,0.0,-1003.0
SC-D-08,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.115,0.0,0.0,0.0,-1003.0
SC-D-08,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.956,0.0,0.0,0.0,-1003.0
SC-D-09,full,preference_change,hard,high,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,12.854,1.0,1.0,21.0,-2.0
SC-D-09,no_context,preference_change,hard,high,medium,0.0,0.0,0.0,0.0,1.2,0.06666666666666667,0.2,1.0,1.0,1.0,1.0,2.0,2.0,28.308,0.0,0.75,23.0,-2.0
SC-D-09,no_memory,preference_change,hard,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.996,0.0,0.0,0.0,-1003.0
SC-D-09,one_shot,preference_change,hard,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.125,0.0,0.0,0.0,-1003.0
SC-D-09,profile_only,preference_change,hard,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.886,0.0,0.0,0.0,-1003.0
SC-D-10,full,preference_change,medium,high,medium,0.5449431188864663,0.25,0.75,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,12.058,1.0,1.0,22.0,-2.0
SC-D-10,no_context,preference_change,medium,high,medium,0.3438208277094997,0.2,0.6,0.2,1.4,0.26666666666666666,0.4,1.0,1.0,1.0,1.0,2.0,2.0,26.527,0.0,0.75,23.0,-2.0
SC-D-10,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.56,0.0,0.0,0.0,-1003.0
SC-D-10,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.163,0.0,0.0,0.0,-1003.0
SC-D-10,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.081,0.0,0.0,0.0,-1003.0
SC-D-11,full,preference_change,medium,high,medium,1.0,1.0,2.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,11.144,1.0,1.0,27.0,-3.0
SC-D-11,no_context,preference_change,medium,high,medium,0.7558869364740775,0.6,1.8,0.6,0.4,0.06666666666666667,0.0,1.0,1.0,1.0,1.0,3.0,3.0,21.787,0.0,0.75,26.0,-3.0
SC-D-11,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,3.0,3.0,0.975,0.0,0.0,0.0,-1004.0
SC-D-11,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,3.0,3.0,0.909,0.0,0.0,0.0,-1004.0
SC-D-11,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,3.0,3.0,1.298,0.0,0.0,0.0,-1004.0
SC-D-12,full,preference_change,hard,high,high,0.9580414003446834,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,10.022,1.0,1.0,13.0,-3.0
SC-D-12,no_context,preference_change,hard,high,high,0.8146656240744838,0.4,1.2,0.4,0.8,0.1,0.0,1.0,1.0,1.0,1.0,3.0,3.0,20.532,0.0,0.75,28.0,-3.0
SC-D-12,no_memory,preference_change,hard,high,high,,,,,,,,,,1.0,1.0,3.0,3.0,1.055,0.0,0.0,0.0,-1004.0
SC-D-12,one_shot,preference_change,hard,high,high,,,,,,,,,,1.0,1.0,3.0,3.0,1.234,0.0,0.0,0.0,-1004.0
SC-D-12,profile_only,preference_change,hard,high,high,,,,,,,,,,1.0,1.0,3.0,3.0,0.714,0.0,0.0,0.0,-1004.0
SC-E-01,full,multiple_hard,hard,none,high,0.9580414003446834,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.405,1.0,1.0,13.0,-1.0
SC-E-01,no_context,multiple_hard,hard,none,high,0.8404085891102678,0.4,1.2,0.4,0.6,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.893,0.0,0.75,26.0,-1.0
SC-E-01,no_memory,multiple_hard,hard,none,high,0.9580414003446834,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.535,1.0,1.0,13.0,-1.0
