run_id,scenario_id,variant,repeat_index,scenario_type,difficulty,memory_dependency,context_dependency,response_type,success_run,returned_count,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,grounded_claim_count,evidence_resolution_rate,abstention_rate,unsupported_delivered_count,semantic_validator_present,handoff_success,decision_log_completeness,turn_count,total_latency_ms,task_success,partial_task_score,no_match_expected,no_match_returned,clarification_expected,clarification_target,clarification_asked,clarification_asked_slots,clarification_answered,clarification_repeated_slot,clarification_reason_code,response_turns,termination_reason,acceptable_slots,failure_injected,failure_detected,recoverable,recovered,clarification_efficiency
run-d24745de20353c1c,SC-H-03,no_context,0,no_match,hard,none,high,recommendation,True,5,,,,0.0,1.6,0.2,0.0,1.0,1.0,18,1.0,0.0,0,True,1.0,1.0,1,23.289,0,0.5,True,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-e4a4806cd80056a6,SC-A-01,no_memory,0,complete,easy,none,medium,recommendation,True,5,0.8415580415114009,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,0.0,0,True,1.0,1.0,1,17.963,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-4b6183de42fffe52,SC-A-02,no_memory,0,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,18.743,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-c72a51f33480a443,SC-A-03,no_memory,0,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,0.0,0,True,1.0,1.0,1,36.766,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-b0c15ff5128e34a7,SC-A-04,no_memory,0,complete,medium,none,medium,recommendation,True,5,0.8415580415114009,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,24,1.0,0.0,0,True,1.0,1.0,1,19.434,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-9332cdf03b96bf12,SC-A-05,no_memory,0,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,18.931,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-da01527933e27f3c,SC-A-06,no_memory,0,complete,medium,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0,True,1.0,1.0,1,15.726,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-546a7e3ed4b2749b,SC-B-01,no_memory,0,clarification,medium,none,low,recommendation,True,5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,2,15.951,1,1.0,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-0c7f7d168f1509e0,SC-B-02,no_memory,0,clarification,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,16,1.0,0.0,0,True,1.0,1.0,2,16.824,1,1.0,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-95b1d24ba8f7a546,SC-B-03,no_memory,0,clarification,hard,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,21,1.0,0.0,0,True,1.0,1.0,2,18.735,1,1.0,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-823f79ffe02484d0,SC-B-04,no_memory,0,clarification,medium,none,low,recommendation,True,5,0.7860137352654726,0.8,1.6,0.8,0.2,0.0,0.0,1.0,1.0,22,1.0,0.0,0,True,1.0,1.0,2,15.965,0,0.75,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-f96aa93357eb541c,SC-B-05,no_memory,0,clarification,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,11,1.0,0.0,0,True,1.0,1.0,2,16.791,1,1.0,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-4893f98223124ec7,SC-C-01,no_memory,0,profile_dialogue_conflict,medium,medium,high,recommendation,True,5,0.936475914927914,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0,True,1.0,1.0,1,11.364,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-13636c78ccc51a0e,SC-C-02,no_memory,0,profile_dialogue_conflict,medium,medium,medium,recommendation,True,5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,0.0,0,True,1.0,1.0,1,17.278,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-0157f532598e4b4f,SC-C-03,no_memory,0,profile_dialogue_conflict,hard,medium,high,recommendation,True,5,1.0,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,26,1.0,0.0,0,True,1.0,1.0,1,11.532,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-b04f876cb742eaf7,SC-C-04,no_memory,0,profile_dialogue_conflict,medium,medium,high,recommendation,True,3,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,17,1.0,0.0,0,True,1.0,1.0,1,9.186,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-324dbfbe7cd8573b,SC-C-05,no_memory,0,profile_dialogue_conflict,medium,low,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,17.939,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-7db8ff77c05b2641,SC-D-01,no_memory,0,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,0.906,0,0.0,False,False,False,salary_currency,True,salary_currency,False,False,ambiguous_salary_currency,2,,,False,False,False,False,-1003.0
run-04ef79de6332407d,SC-D-02,no_memory,0,preference_change,medium,high,medium,recommendation,True,5,0.47036528278595796,0.4,0.8,0.4,0.6,0.13333333333333333,0.0,1.0,1.0,26,1.0,0.0,0,True,1.0,1.0,2,16.634,0,0.75,False,False,False,,False,,False,False,,2,recommendation,,False,False,False,False,-2.0
run-6474c7fea2bc101b,SC-D-03,no_memory,0,preference_change,hard,high,high,recommendation,True,5,0.44685352999185624,0.6,1.8,0.6,0.4,0.0,0.0,1.0,1.0,21,1.0,0.0,0,True,1.0,1.0,2,18.094,0,0.75,False,False,False,,False,,False,False,,2,recommendation,,False,False,False,False,-2.0
run-bcaf26c16062a877,SC-D-04,no_memory,0,preference_change,medium,high,medium,recommendation,True,5,0.8777221344374128,1.0,2.8,1.0,0.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0,True,1.0,1.0,2,17.493,1,1.0,False,False,False,,False,,False,False,,2,recommendation,,False,False,False,False,-2.0
run-79c3d5ffc3400076,SC-D-05,no_memory,0,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,0.963,0,0.0,False,False,False,salary_currency,True,salary_currency,False,False,ambiguous_salary_currency,2,,,False,False,False,False,-1003.0
run-af59c883915d7ba0,SC-D-06,no_memory,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.187,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,,,False,False,False,False,-1003.0
run-6ee3c184f5bd9ffc,SC-D-07,no_memory,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.571,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,,,False,False,False,False,-1003.0
run-2bbfa17869f04058,SC-D-08,no_memory,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,2.143,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,,,False,False,False,False,-1003.0
run-2face07ba7506077,SC-D-09,no_memory,0,preference_change,hard,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.484,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,,,False,False,False,False,-1003.0
run-96291771c5670b47,SC-D-10,no_memory,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.141,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,,,False,False,False,False,-1003.0
run-77b0a003e6be1f76,SC-D-11,no_memory,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,3,1.122,0,0.0,False,False,False,target_roles,True,target_roles,True,False,missing_role_target,3,,,False,False,False,False,-1004.0
run-13df400ae0134561,SC-D-12,no_memory,0,preference_change,hard,high,high,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,3,1.264,0,0.0,False,False,False,target_roles,True,target_roles,True,False,missing_role_target,3,,,False,False,False,False,-1004.0
run-eacdc6601fd269f4,SC-E-01,no_memory,0,multiple_hard,hard,none,high,recommendation,True,1,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,8,1.0,0.0,0,True,1.0,1.0,1,8.34,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-1da582a91e501197,SC-E-02,no_memory,0,multiple_hard,hard,none,high,no_match,True,0,,,,,,,,,1.0,6,1.0,0.0,0,True,1.0,1.0,1,10.908,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-a9336051d5ce5f85,SC-E-03,no_memory,0,multiple_hard,hard,none,high,recommendation,True,2,0.7428223494387413,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,13,1.0,0.0,0,True,1.0,1.0,1,8.988,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-95bc32511c3aed48,SC-E-04,no_memory,0,multiple_hard,hard,none,high,no_match,True,0,,,,,,,,,1.0,6,1.0,0.0,0,True,1.0,1.0,1,13.728,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-b57e1737cd3432e6,SC-E-05,no_memory,0,multiple_hard,hard,none,high,recommendation,True,1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,7,1.0,0.0,0,True,1.0,1.0,1,11.296,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-befb1059eb8a4f2b,SC-F-01,no_memory,0,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,28.221,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-d03fb77500c9cd94,SC-F-02,no_memory,0,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,27.704,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-b9e398623f533076,SC-F-03,no_memory,0,soft_tradeoff,easy,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,22,1.0,0.0,0,True,1.0,1.0,1,21.671,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-ace8bf7a52ee7605,SC-F-04,no_memory,0,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,20,1.0,0.0,0,True,1.0,1.0,1,41.878,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-d4c741a10716a606,SC-G-01,no_memory,0,ambiguous_role,hard,none,low,recommendation,True,5,0.44685352999185624,0.6,1.8,0.6,0.4,0.0,0.0,1.0,1.0,21,1.0,0.0,0,True,1.0,1.0,2,18.37,0,0.75,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-e7c9956e48cc45c9,SC-G-02,no_memory,0,ambiguous_role,hard,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,20,1.0,0.0,0,True,1.0,1.0,2,27.465,1,1.0,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-2e4189c28ef33830,SC-H-01,no_memory,0,no_match,hard,none,high,no_match,True,0,,,,,,,,,1.0,4,1.0,0.0,0,True,1.0,1.0,1,12.217,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-d90c8a92fe059b99,SC-H-02,no_memory,0,no_match,hard,none,high,no_match,True,0,,,,,,,,,1.0,4,1.0,0.0,0,True,1.0,1.0,1,13.156,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-a98623393b9f4912,SC-H-03,no_memory,0,no_match,hard,none,high,no_match,True,0,,,,,,,,,1.0,4,1.0,0.0,0,True,1.0,1.0,1,16.362,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-930b76d107e5cff8,SC-A-01,one_shot,0,complete,easy,none,medium,recommendation,True,5,0.8415580415114009,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,0.0,0,True,1.0,1.0,1,17.897,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-4337e1188bc3cbdd,SC-A-02,one_shot,0,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,17.523,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-94f7d1e13d63a2ae,SC-A-03,one_shot,0,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,0.0,0,True,1.0,1.0,1,16.739,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-0bdbd7e3ae24c145,SC-A-04,one_shot,0,complete,medium,none,medium,recommendation,True,5,0.8415580415114009,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,24,1.0,0.0,0,True,1.0,1.0,1,53.015,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-243c9483fa7e0adf,SC-A-05,one_shot,0,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,18.87,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-d833fa81f508835a,SC-A-06,one_shot,0,complete,medium,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0,True,1.0,1.0,1,16.41,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-44bfa39db964e460,SC-B-01,one_shot,0,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,1,1.167,0,0.25,False,False,True,target_roles,True,target_roles,False,False,missing_role_target,1,continuation_disabled,target_roles,False,False,False,False,-1001.0
run-4df0a6997a2e3e8b,SC-B-02,one_shot,0,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,1,1.411,0,0.25,False,False,True,target_roles,True,target_roles,False,False,missing_role_target,1,continuation_disabled,target_roles,False,False,False,False,-1001.0
run-690629ed05415f31,SC-B-03,one_shot,0,clarification,hard,none,low,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,1,0.988,0,0.25,False,False,True,target_roles,True,target_roles,False,False,missing_role_target,1,continuation_disabled,target_roles,False,False,False,False,-1001.0
run-7418a9982335f269,SC-B-04,one_shot,0,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,1,1.371,0,0.25,False,False,True,target_roles,True,target_roles,False,False,missing_role_target,1,continuation_disabled,target_roles,False,False,False,False,-1001.0
run-96f5332b939dea54,SC-B-05,one_shot,0,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,1,1.037,0,0.25,False,False,True,target_roles,True,target_roles,False,False,missing_role_target,1,continuation_disabled,target_roles,False,False,False,False,-1001.0
run-a54490d340d095c6,SC-C-01,one_shot,0,profile_dialogue_conflict,medium,medium,high,recommendation,True,5,0.936475914927914,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0,True,1.0,1.0,1,13.019,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-b45d4176e65e5906,SC-C-02,one_shot,0,profile_dialogue_conflict,medium,medium,medium,recommendation,True,5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,0.0,0,True,1.0,1.0,1,17.907,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-5e2cbaadd2aed0b1,SC-C-03,one_shot,0,profile_dialogue_conflict,hard,medium,high,recommendation,True,5,1.0,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,26,1.0,0.0,0,True,1.0,1.0,1,11.776,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-90dcc86b93a5ce44,SC-C-04,one_shot,0,profile_dialogue_conflict,medium,medium,high,recommendation,True,3,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,17,1.0,0.0,0,True,1.0,1.0,1,9.912,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-1e668964b4c24319,SC-C-05,one_shot,0,profile_dialogue_conflict,medium,low,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,21.476,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-8a5fcd5e8ccf1d3d,SC-D-01,one_shot,0,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,0.958,0,0.0,False,False,False,salary_currency,True,salary_currency,False,False,ambiguous_salary_currency,2,continuation_disabled,,False,False,False,False,-1003.0
run-10552c1cef134ebe,SC-D-02,one_shot,0,preference_change,medium,high,medium,recommendation,True,5,0.47036528278595796,0.4,0.8,0.4,0.6,0.13333333333333333,0.0,1.0,1.0,26,1.0,0.0,0,True,1.0,1.0,2,40.85,0,0.75,False,False,False,,False,,False,False,,2,recommendation,,False,False,False,False,-2.0
run-c6c4e2e7bfa89ee6,SC-D-03,one_shot,0,preference_change,hard,high,high,recommendation,True,5,0.44685352999185624,0.6,1.8,0.6,0.4,0.0,0.0,1.0,1.0,21,1.0,0.0,0,True,1.0,1.0,2,17.653,0,0.75,False,False,False,,False,,False,False,,2,recommendation,,False,False,False,False,-2.0
run-3dcb25053d94d332,SC-D-04,one_shot,0,preference_change,medium,high,medium,recommendation,True,5,0.8777221344374128,1.0,2.8,1.0,0.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0,True,1.0,1.0,2,16.384,1,1.0,False,False,False,,False,,False,False,,2,recommendation,,False,False,False,False,-2.0
run-48da2ee2c4a4b11c,SC-D-05,one_shot,0,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.571,0,0.0,False,False,False,salary_currency,True,salary_currency,False,False,ambiguous_salary_currency,2,continuation_disabled,,False,False,False,False,-1003.0
run-0e3714bd21507b11,SC-D-06,one_shot,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.152,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,continuation_disabled,,False,False,False,False,-1003.0
run-44ae129b322bbf42,SC-D-07,one_shot,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.025,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,continuation_disabled,,False,False,False,False,-1003.0
run-b01e2609335700d2,SC-D-08,one_shot,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.327,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,continuation_disabled,,False,False,False,False,-1003.0
run-23b670cbd3af1a4b,SC-D-09,one_shot,0,preference_change,hard,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.683,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,continuation_disabled,,False,False,False,False,-1003.0
run-50f699ecf3bb727e,SC-D-10,one_shot,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,2,1.099,0,0.0,False,False,False,target_roles,True,target_roles,False,False,missing_role_target,2,continuation_disabled,,False,False,False,False,-1003.0
run-41a0b61c68697cd3,SC-D-11,one_shot,0,preference_change,medium,high,medium,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,3,1.09,0,0.0,False,False,False,target_roles,True,target_roles,True,False,missing_role_target,3,continuation_disabled,,False,False,False,False,-1004.0
run-9fbfd2ce5983c033,SC-D-12,one_shot,0,preference_change,hard,high,high,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,3,0.951,0,0.0,False,False,False,target_roles,True,target_roles,True,False,missing_role_target,3,continuation_disabled,,False,False,False,False,-1004.0
run-676f804262ab62f9,SC-E-01,one_shot,0,multiple_hard,hard,none,high,recommendation,True,1,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,8,1.0,0.0,0,True,1.0,1.0,1,7.97,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-8eacfbda7a4da0c6,SC-E-02,one_shot,0,multiple_hard,hard,none,high,no_match,True,0,,,,,,,,,1.0,6,1.0,0.0,0,True,1.0,1.0,1,10.587,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-a29dca6067031521,SC-E-03,one_shot,0,multiple_hard,hard,none,high,recommendation,True,2,0.7428223494387413,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,13,1.0,0.0,0,True,1.0,1.0,1,8.641,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-3ee72ebf1fb7c6ba,SC-E-04,one_shot,0,multiple_hard,hard,none,high,no_match,True,0,,,,,,,,,1.0,6,1.0,0.0,0,True,1.0,1.0,1,11.353,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-83fe42b97c452ac0,SC-E-05,one_shot,0,multiple_hard,hard,none,high,recommendation,True,1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,7,1.0,0.0,0,True,1.0,1.0,1,11.099,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-9743848c2e583907,SC-F-01,one_shot,0,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,19.245,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-612f2088b21cda70,SC-F-02,one_shot,0,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,22.113,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-85cbabcaed591d3e,SC-F-03,one_shot,0,soft_tradeoff,easy,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,22,1.0,0.0,0,True,1.0,1.0,1,18.27,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-4292659382907599,SC-F-04,one_shot,0,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,20,1.0,0.0,0,True,1.0,1.0,1,26.008,1,1.0,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-53bdb8085e543aee,SC-G-01,one_shot,0,ambiguous_role,hard,none,low,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,1,1.29,0,0.25,False,False,True,target_roles,True,target_roles,False,False,missing_role_target,1,continuation_disabled,target_roles,False,False,False,False,-1001.0
run-02202af138fa3495,SC-G-02,one_shot,0,ambiguous_role,hard,none,low,clarification,True,0,,,,,,,,,,0,,,0,False,1.0,1.0,1,0.99,0,0.25,False,False,True,target_roles,True,target_roles,False,False,missing_role_target,1,continuation_disabled,target_roles,False,False,False,False,-1001.0
run-8ae17181d03fbff5,SC-H-01,one_shot,0,no_match,hard,none,high,no_match,True,0,,,,,,,,,1.0,4,1.0,0.0,0,True,1.0,1.0,1,12.6,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-fec06fd051e965bd,SC-H-02,one_shot,0,no_match,hard,none,high,no_match,True,0,,,,,,,,,1.0,4,1.0,0.0,0,True,1.0,1.0,1,10.796,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-94dc0505d98b1125,SC-H-03,one_shot,0,no_match,hard,none,high,no_match,True,0,,,,,,,,,1.0,4,1.0,0.0,0,True,1.0,1.0,1,10.568,1,1.0,True,True,False,,False,,False,False,,1,no_match,,False,False,False,False,-1.0
run-cbadac524b3b1865,SC-A-01,profile_only,0,complete,easy,none,medium,recommendation,True,5,0.44685352999185624,0.6,1.8,0.6,0.4,0.0,0.0,1.0,1.0,22,1.0,0.0,0,True,1.0,1.0,1,18.922,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-8d5ad95c4cc0ea7e,SC-A-02,profile_only,0,complete,easy,none,medium,recommendation,True,5,0.14606834984270645,0.2,0.6,0.2,0.8,0.0,0.0,1.0,1.0,19,1.0,0.0,0,True,1.0,1.0,1,19.942,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-793cb59b50eec427,SC-A-03,profile_only,0,complete,easy,none,medium,recommendation,True,5,0.6843515475204854,0.6,1.8,0.6,0.4,0.1,0.0,1.0,1.0,20,1.0,0.0,0,True,1.0,1.0,1,17.698,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-201cd0cf98eaa593,SC-A-04,profile_only,0,complete,medium,none,medium,recommendation,True,5,0.5531464700081437,0.4,1.2,0.4,0.6,0.0,0.0,1.0,1.0,14,1.0,0.0,0,True,1.0,1.0,1,23.169,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-2014c584d6b7abe3,SC-A-05,profile_only,0,complete,easy,none,medium,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.2,0.0,0.0,1.0,1.0,19,1.0,0.0,0,True,1.0,1.0,1,22.424,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
