scenario_id,variant,scenario_type,difficulty,memory_dependency,context_dependency,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,handoff_success,decision_log_completeness,turn_count,total_latency_ms,task_success,partial_task_score,grounded_claim_count
SC-E-02,no_context,multiple_hard,hard,none,high,0.0,0.0,0.0,0.0,1.2,0.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,45.714,0.0,0.5,25.0
SC-E-02,no_memory,multiple_hard,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,10.494333333333335,1.0,1.0,3.0
SC-E-02,one_shot,multiple_hard,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,10.677333333333332,1.0,1.0,3.0
SC-E-02,profile_only,multiple_hard,hard,none,high,0.0,0.0,0.0,0.0,2.2,0.10000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,20.087333333333333,0.0,0.5,18.0
SC-E-03,full,multiple_hard,hard,none,high,0.7428223494387413,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.152666666666667,1.0,1.0,13.0
SC-E-03,no_context,multiple_hard,hard,none,high,0.651615141503056,0.4000000000000001,1.2,0.4000000000000001,1.0,0.15,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,21.82133333333333,0.0,0.75,27.0
SC-E-03,no_memory,multiple_hard,hard,none,high,0.7428223494387413,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.668000000000001,1.0,1.0,13.0
SC-E-03,one_shot,multiple_hard,hard,none,high,0.7428223494387413,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.213333333333333,1.0,1.0,13.0
SC-E-03,profile_only,multiple_hard,hard,none,high,0.1761957622807843,0.20000000000000004,0.6,0.20000000000000004,1.6000000000000003,0.15,0.0,1.0,1.0,1.0,1.0,1.0,16.712333333333333,0.0,0.75,18.0
SC-E-04,full,multiple_hard,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,12.897333333333334,1.0,1.0,3.0
SC-E-04,no_context,multiple_hard,hard,none,high,,0.0,0.0,0.0,1.8,0.15,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,26.378666666666664,0.0,0.5,23.0
SC-E-04,no_memory,multiple_hard,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,12.201666666666668,1.0,1.0,3.0
SC-E-04,one_shot,multiple_hard,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,12.959000000000001,1.0,1.0,3.0
SC-E-04,profile_only,multiple_hard,hard,none,high,,0.0,0.0,0.0,2.4,0.10000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,21.288999999999998,0.0,0.5,13.0
SC-E-05,full,multiple_hard,hard,none,high,0.9072836011519266,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11.906666666666666,1.0,1.0,11.0
SC-E-05,no_context,multiple_hard,hard,none,high,0.0,0.0,0.0,0.0,2.2,0.20000000000000004,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,25.767666666666667,0.0,0.75,26.0
SC-E-05,no_memory,multiple_hard,hard,none,high,0.9072836011519266,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11.912,1.0,1.0,11.0
SC-E-05,one_shot,multiple_hard,hard,none,high,0.9072836011519266,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,13.733666666666666,1.0,1.0,11.0
SC-E-05,profile_only,multiple_hard,hard,none,high,0.0,0.0,0.0,0.0,2.2,0.05000000000000001,0.0,1.0,1.0,1.0,1.0,1.0,19.782666666666668,0.0,0.75,18.0
SC-F-01,full,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,20.27,1.0,1.0,23.0
SC-F-01,no_context,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,21.36766666666667,1.0,1.0,23.0
SC-F-01,no_memory,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,20.454333333333334,1.0,1.0,23.0
SC-F-01,one_shot,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23.01,1.0,1.0,23.0
SC-F-01,profile_only,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17.299333333333333,1.0,1.0,18.0
SC-F-02,full,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22.709666666666667,1.0,1.0,23.0
SC-F-02,no_context,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23.682,1.0,1.0,23.0
SC-F-02,no_memory,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23.320333333333334,1.0,1.0,23.0
SC-F-02,one_shot,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23.575333333333333,1.0,1.0,23.0
SC-F-02,profile_only,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19.216666666666665,1.0,1.0,18.0
SC-F-03,full,soft_tradeoff,easy,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,18.843999999999998,1.0,1.0,22.0
SC-F-03,no_context,soft_tradeoff,easy,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19.695666666666668,1.0,1.0,22.0
SC-F-03,no_memory,soft_tradeoff,easy,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,18.084666666666667,1.0,1.0,22.0
SC-F-03,one_shot,soft_tradeoff,easy,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,18.957666666666668,1.0,1.0,22.0
SC-F-03,profile_only,soft_tradeoff,easy,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,16.749333333333336,1.0,1.0,18.0
SC-F-04,full,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24.284666666666666,1.0,1.0,20.0
SC-F-04,no_context,soft_tradeoff,medium,none,low,0.6608397947263838,0.8000000000000002,2.4,0.8000000000000002,0.20000000000000004,0.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,24.732,0.0,0.75,20.0
SC-F-04,no_memory,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24.967666666666663,1.0,1.0,20.0
SC-F-04,one_shot,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24.504333333333335,1.0,1.0,20.0
SC-F-04,profile_only,soft_tradeoff,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,21.090333333333334,1.0,1.0,18.0
SC-G-01,full,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.8186666666666667,1.0,1.0,0.0
SC-G-01,no_context,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.7399999999999999,1.0,1.0,0.0
SC-G-01,no_memory,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.8493333333333334,1.0,1.0,0.0
SC-G-01,one_shot,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.89,1.0,1.0,0.0
SC-G-01,profile_only,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.6716666666666667,1.0,1.0,0.0
SC-G-02,full,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.6883333333333334,1.0,1.0,0.0
SC-G-02,no_context,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.6333333333333333,1.0,1.0,0.0
SC-G-02,no_memory,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.7476666666666666,1.0,1.0,0.0
SC-G-02,one_shot,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.783,1.0,1.0,0.0
SC-G-02,profile_only,ambiguous_role,hard,none,low,,,,,,,,,,1.0,1.0,1.0,0.6253333333333333,1.0,1.0,0.0
SC-H-01,full,no_match,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,8.138666666666667,1.0,1.0,3.0
SC-H-01,no_context,no_match,hard,none,high,,0.0,0.0,0.0,1.3999999999999997,0.13333333333333333,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,45.06633333333334,0.0,0.5,21.0
SC-H-01,no_memory,no_match,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,8.295333333333334,1.0,1.0,3.0
SC-H-01,one_shot,no_match,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,8.751333333333333,1.0,1.0,3.0
SC-H-01,profile_only,no_match,hard,none,high,,0.0,0.0,0.0,1.8,0.0,0.0,1.0,1.0,1.0,1.0,1.0,16.947000000000003,0.0,0.5,19.0
SC-H-02,full,no_match,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,9.737333333333334,1.0,1.0,2.0
SC-H-02,no_context,no_match,hard,none,high,,0.0,0.0,0.0,1.6000000000000003,0.20000000000000004,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,25.370333333333335,0.0,0.5,22.0
SC-H-02,no_memory,no_match,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,9.934333333333333,1.0,1.0,2.0
SC-H-02,one_shot,no_match,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,10.411,1.0,1.0,2.0
SC-H-02,profile_only,no_match,hard,none,high,,0.0,0.0,0.0,2.0,0.06666666666666667,0.0,1.0,1.0,1.0,1.0,1.0,19.887333333333334,0.0,0.5,22.0
SC-H-03,full,no_match,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,11.696,1.0,1.0,3.0
SC-H-03,no_context,no_match,hard,none,high,,0.0,0.0,0.0,1.6000000000000003,0.20000000000000004,0.0,1.0,1.0,1.0,1.0,1.0,26.223,0.0,0.5,18.0
SC-H-03,no_memory,no_match,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,12.254666666666665,1.0,1.0,3.0
SC-H-03,one_shot,no_match,hard,none,high,,,,,,,,,1.0,1.0,1.0,1.0,11.968333333333334,1.0,1.0,3.0
SC-H-03,profile_only,no_match,hard,none,high,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,21.35766666666667,0.0,0.5,13.0
