scenario_id,variant,scenario_type,difficulty,memory_dependency,context_dependency,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,evidence_resolution_rate,abstention_rate,handoff_success,decision_log_completeness,turn_count,response_turns,total_latency_ms,task_success,partial_task_score,grounded_claim_count,clarification_efficiency
SC-D-04,full,preference_change,medium,high,medium,0.9250256699929476,1.0,2.7999999999999994,1.0,0.0,0.0,0.0,1.0,0.4761904761904762,1.0,0.0,1.0,1.0,2.0,2.0,49406.661,1.0,1.0,13.333333333333334,-2.0
SC-D-04,no_context,preference_change,medium,high,medium,0.6608397947263838,0.8000000000000002,2.4,0.8000000000000002,0.4000000000000001,0.10000000000000002,0.20000000000000004,1.0,0.511904761904762,1.0,0.0,1.0,1.0,2.0,2.0,141056.22133333332,0.0,0.75,14.333333333333334,-2.0
SC-D-04,no_memory,preference_change,medium,high,medium,0.8777221344374128,1.0,2.7999999999999994,1.0,0.0,0.0,0.0,1.0,0.7777777777777778,1.0,0.0,1.0,1.0,2.0,2.0,73830.59733333334,1.0,1.0,21.0,-2.0
SC-D-05,full,preference_change,medium,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,2.0,2.0,14148.556666666665,1.0,1.0,10.0,-2.0
SC-D-05,no_context,preference_change,medium,high,high,0.8539316501572934,0.8000000000000002,2.4,0.8000000000000002,0.20000000000000004,0.0,0.20000000000000004,1.0,0.5238095238095238,1.0,0.0,1.0,1.0,2.0,2.0,144406.81233333334,0.0,0.75,11.0,-2.0
SC-D-05,no_memory,preference_change,medium,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6999999999999998,1.0,0.0,1.0,1.0,2.0,2.0,35423.62433333333,1.0,1.0,14.0,-2.0
SC-D-06,full,preference_change,medium,high,medium,0.8415580415114009,1.0,2.6,1.0,0.0,0.0,0.0,1.0,0.7857142857142857,1.0,0.0,1.0,1.0,2.0,2.0,14433.663,1.0,1.0,22.0,-2.0
SC-D-06,no_context,preference_change,medium,high,medium,0.6548086577531306,0.6,1.8,0.6,0.4000000000000001,0.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,2.0,2.0,55460.85566666666,0.0,0.75,24.0,-2.0
SC-D-06,no_memory,preference_change,medium,high,medium,,,,,,,,,,,,1.0,1.0,2.0,2.0,95633.87733333332,0.0,0.0,0.0,-1003.0
SC-D-07,full,preference_change,medium,high,medium,0.8510488233360478,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.714975845410628,1.0,0.0,1.0,1.0,2.0,2.0,92204.58066666666,1.0,1.0,13.333333333333334,-2.0
SC-D-07,no_context,preference_change,medium,high,medium,0.5087403079104241,0.4000000000000001,1.2,0.4000000000000001,0.6,0.0,0.20000000000000004,1.0,0.7142857142857143,1.0,0.0,1.0,1.0,2.0,2.0,44829.56766666667,0.0,0.75,15.0,-2.0
SC-D-07,no_memory,preference_change,medium,high,medium,,,,,,,,,,,,1.0,1.0,2.0,2.0,171547.912,0.0,0.0,0.0,-1003.0
SC-D-08,full,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6190476190476191,1.0,0.0,1.0,1.0,2.0,2.0,27368.996,1.0,1.0,17.333333333333332,-2.0
SC-D-08,no_context,preference_change,medium,high,medium,0.8687949224876581,0.8000000000000002,2.4,0.8000000000000002,0.20000000000000004,0.0,0.20000000000000004,1.0,0.7261904761904762,1.0,0.0,1.0,1.0,2.0,2.0,14603.9,0.0,0.75,20.333333333333332,-2.0
SC-D-08,no_memory,preference_change,medium,high,medium,,,,,,,,,,,,1.0,1.0,2.0,2.0,208271.92966666666,0.0,0.0,0.0,-1003.0
SC-D-09,full,preference_change,hard,high,medium,0.8415580415114009,1.0,2.6,1.0,0.0,0.0,0.0,1.0,0.9166666666666666,1.0,0.0,1.0,1.0,2.0,2.0,75947.23433333333,0.3333333333333333,0.5,10.0,-2.0
SC-D-09,no_context,preference_change,hard,high,medium,0.5147714448836774,0.6,1.8,0.6,0.4000000000000001,0.10000000000000002,0.20000000000000004,1.0,0.5072463768115941,1.0,0.0,1.0,1.0,2.0,2.0,30558.29466666667,0.0,0.75,11.666666666666666,-2.0
SC-D-09,no_memory,preference_change,hard,high,medium,,,,,,,,,,,,1.0,1.0,2.0,2.0,141427.24366666665,0.0,0.0,0.0,-1003.0
