scenario_id,variant,scenario_type,difficulty,memory_dependency,context_dependency,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,handoff_success,decision_log_completeness,turn_count,response_turns,total_latency_ms,task_success,partial_task_score,grounded_claim_count,clarification_efficiency
SC-C-03,no_memory,profile_dialogue_conflict,hard,medium,high,0.90976723004651,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.794,1.0,1.0,26.0,-1.0
SC-C-03,one_shot,profile_dialogue_conflict,hard,medium,high,0.90976723004651,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.301,1.0,1.0,26.0,-1.0
SC-C-03,profile_only,profile_dialogue_conflict,hard,medium,high,0.0,0.0,0.0,0.0,1.4,0.06666666666666667,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.473,0.0,0.75,22.0,-1.0
SC-C-04,full,profile_dialogue_conflict,medium,medium,high,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.335,1.0,1.0,17.0,-1.0
SC-C-04,no_context,profile_dialogue_conflict,medium,medium,high,0.6572885561341879,0.4,1.2,0.4,0.8,0.13333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,21.059,0.0,0.75,25.0,-1.0
SC-C-04,no_memory,profile_dialogue_conflict,medium,medium,high,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.269,1.0,1.0,17.0,-1.0
SC-C-04,one_shot,profile_dialogue_conflict,medium,medium,high,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.504,1.0,1.0,17.0,-1.0
SC-C-04,profile_only,profile_dialogue_conflict,medium,medium,high,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.121,0.0,0.75,25.0,-1.0
SC-C-05,full,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.39,1.0,1.0,23.0,-1.0
SC-C-05,no_context,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.616,1.0,1.0,23.0,-1.0
SC-C-05,no_memory,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.431,1.0,1.0,23.0,-1.0
SC-C-05,one_shot,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18.51,1.0,1.0,23.0,-1.0
SC-C-05,profile_only,profile_dialogue_conflict,medium,low,medium,0.778957320150241,0.8,2.2,0.8,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.855,0.0,0.75,20.0,-1.0
SC-D-01,full,preference_change,medium,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,16.409,1.0,1.0,26.0,-2.0
SC-D-01,no_context,preference_change,medium,high,high,0.830419897363192,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,19.252,0.0,0.75,26.0,-2.0
SC-D-01,no_memory,preference_change,medium,high,high,,,,,,,,,,1.0,1.0,2.0,2.0,1.015,0.0,0.0,0.0,-1003.0
SC-D-01,one_shot,preference_change,medium,high,high,,,,,,,,,,1.0,1.0,2.0,2.0,0.979,0.0,0.0,0.0,-1003.0
SC-D-01,profile_only,preference_change,medium,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,20.617,1.0,1.0,22.0,-2.0
SC-D-02,full,preference_change,medium,high,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,22.388,1.0,1.0,31.0,-2.0
SC-D-02,no_context,preference_change,medium,high,medium,0.8687949224876583,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,1.0,1.0,2.0,2.0,35.161,0.0,0.75,28.0,-2.0
SC-D-02,no_memory,preference_change,medium,high,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,20.04,1.0,1.0,29.0,-2.0
SC-D-02,one_shot,preference_change,medium,high,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.41,1.0,1.0,29.0,-2.0
SC-D-02,profile_only,preference_change,medium,high,medium,0.8539316501572936,0.8,1.6,0.8,0.2,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,52.243,0.0,0.75,26.0,-2.0
SC-D-03,full,preference_change,hard,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.872,1.0,1.0,26.0,-2.0
SC-D-03,no_context,preference_change,hard,high,high,0.7227265726449517,0.6,1.8,0.6,0.6,0.1,0.4,1.0,1.0,1.0,1.0,2.0,2.0,19.392,0.0,0.75,25.0,-2.0
SC-D-03,no_memory,preference_change,hard,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,18.672,1.0,1.0,21.0,-2.0
SC-D-03,one_shot,preference_change,hard,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,19.523,1.0,1.0,21.0,-2.0
SC-D-03,profile_only,preference_change,hard,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.308,1.0,1.0,21.0,-2.0
SC-D-04,full,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,19.567,1.0,1.0,28.0,-2.0
SC-D-04,no_context,preference_change,medium,high,medium,0.6608397947263838,0.8,2.4,0.8,0.4,0.1,0.2,1.0,1.0,1.0,1.0,2.0,2.0,23.605,0.0,0.75,28.0,-2.0
SC-D-04,no_memory,preference_change,medium,high,medium,0.9030970842075382,1.0,2.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,19.526,1.0,1.0,28.0,-2.0
SC-D-04,one_shot,preference_change,medium,high,medium,0.9030970842075382,1.0,2.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,18.112,1.0,1.0,28.0,-2.0
SC-D-04,profile_only,preference_change,medium,high,medium,0.6608397947263838,0.8,2.4,0.8,0.2,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,20.535,0.0,0.75,21.0,-2.0
SC-D-05,full,preference_change,medium,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,18.516,1.0,1.0,20.0,-2.0
SC-D-05,no_context,preference_change,medium,high,high,0.8539316501572934,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,27.649,0.0,0.75,21.0,-2.0
SC-D-05,no_memory,preference_change,medium,high,high,,,,,,,,,,1.0,1.0,2.0,2.0,1.891,0.0,0.0,0.0,-1003.0
SC-D-05,one_shot,preference_change,medium,high,high,,,,,,,,,,1.0,1.0,2.0,2.0,1.224,0.0,0.0,0.0,-1003.0
SC-D-05,profile_only,preference_change,medium,high,high,0.5531464700081437,0.4,1.2,0.4,0.6,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,24.507,0.0,0.75,14.0,-2.0
SC-D-06,full,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,20.136,1.0,1.0,28.0,-2.0
SC-D-06,no_context,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,23.332,1.0,1.0,28.0,-2.0
SC-D-06,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.994,0.0,0.0,0.0,-1003.0
SC-D-06,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.244,0.0,0.0,0.0,-1003.0
SC-D-06,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.991,0.0,0.0,0.0,-1003.0
SC-D-07,full,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.908,1.0,1.0,22.0,-2.0
SC-D-07,no_context,preference_change,medium,high,medium,0.7860137352654724,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,23.963,0.0,0.75,21.0,-2.0
SC-D-07,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.997,0.0,0.0,0.0,-1003.0
SC-D-07,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.993,0.0,0.0,0.0,-1003.0
SC-D-07,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.767,0.0,0.0,0.0,-1003.0
SC-D-08,full,preference_change,medium,high,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,18.14,1.0,1.0,28.0,-2.0
SC-D-08,no_context,preference_change,medium,high,medium,0.8687949224876581,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,23.636,0.0,0.75,28.0,-2.0
SC-D-08,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,2.125,0.0,0.0,0.0,-1003.0
SC-D-08,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,2.093,0.0,0.0,0.0,-1003.0
SC-D-08,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.869,0.0,0.0,0.0,-1003.0
SC-D-09,full,preference_change,hard,high,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,14.314,1.0,1.0,21.0,-2.0
SC-D-09,no_context,preference_change,hard,high,medium,0.0,0.0,0.0,0.0,1.2,0.06666666666666667,0.2,1.0,1.0,1.0,1.0,2.0,2.0,29.164,0.0,0.75,23.0,-2.0
SC-D-09,no_memory,preference_change,hard,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.272,0.0,0.0,0.0,-1003.0
SC-D-09,one_shot,preference_change,hard,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.213,0.0,0.0,0.0,-1003.0
SC-D-09,profile_only,preference_change,hard,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.763,0.0,0.0,0.0,-1003.0
SC-D-10,full,preference_change,medium,high,medium,0.5449431188864663,0.25,0.75,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,13.034,1.0,1.0,22.0,-2.0
SC-D-10,no_context,preference_change,medium,high,medium,0.3438208277094997,0.2,0.6,0.2,1.4,0.26666666666666666,0.4,1.0,1.0,1.0,1.0,2.0,2.0,26.83,0.0,0.75,23.0,-2.0
SC-D-10,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.915,0.0,0.0,0.0,-1003.0
SC-D-10,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,1.129,0.0,0.0,0.0,-1003.0
SC-D-10,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,2.0,2.0,0.713,0.0,0.0,0.0,-1003.0
SC-D-11,full,preference_change,medium,high,medium,1.0,1.0,2.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,14.664,1.0,1.0,27.0,-3.0
SC-D-11,no_context,preference_change,medium,high,medium,0.7558869364740775,0.6,1.8,0.6,0.4,0.06666666666666667,0.0,1.0,1.0,1.0,1.0,3.0,3.0,20.197,0.0,0.75,26.0,-3.0
SC-D-11,no_memory,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,3.0,3.0,0.927,0.0,0.0,0.0,-1004.0
SC-D-11,one_shot,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,3.0,3.0,0.962,0.0,0.0,0.0,-1004.0
SC-D-11,profile_only,preference_change,medium,high,medium,,,,,,,,,,1.0,1.0,3.0,3.0,0.663,0.0,0.0,0.0,-1004.0
SC-D-12,full,preference_change,hard,high,high,0.9580414003446834,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,9.976,1.0,1.0,13.0,-3.0
SC-D-12,no_context,preference_change,hard,high,high,0.8146656240744838,0.4,1.2,0.4,0.8,0.1,0.0,1.0,1.0,1.0,1.0,3.0,3.0,21.969,0.0,0.75,28.0,-3.0
SC-D-12,no_memory,preference_change,hard,high,high,,,,,,,,,,1.0,1.0,3.0,3.0,0.926,0.0,0.0,0.0,-1004.0
SC-D-12,one_shot,preference_change,hard,high,high,,,,,,,,,,1.0,1.0,3.0,3.0,0.991,0.0,0.0,0.0,-1004.0
SC-D-12,profile_only,preference_change,hard,high,high,,,,,,,,,,1.0,1.0,3.0,3.0,0.729,0.0,0.0,0.0,-1004.0
SC-E-01,full,multiple_hard,hard,none,high,0.9580414003446834,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.604,1.0,1.0,13.0,-1.0
SC-E-01,no_context,multiple_hard,hard,none,high,0.8404085891102678,0.4,1.2,0.4,0.6,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.963,0.0,0.75,26.0,-1.0
SC-E-01,no_memory,multiple_hard,hard,none,high,0.9580414003446834,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.22,1.0,1.0,13.0,-1.0
